Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity
2015-06-10,10.2,16.8,23.8,171.6,41.9,0.491,287.5,82.7,85.8
2015-06-11,30.6,17.0,23.0,180.5,33.5,0.214,297.6,59.7,77.3
2015-06-12,19.8,19.0,20.8,252.8,24.1,0.0,296.2,79.1,73.2
2015-06-13,3.0,16.7,21.5,283.8,24.1,12.907,275.5,73.0,79.6
2015-06-14,4.9,10.4,22.1,342.8,31.5,0.172,309.9,68.3,78.7
2015-06-15,4.2,13.1,24.0,164.4,22.0,0.0,369.1,51.8,64.1
2015-06-16,5.4,13.5,21.1,185.4,33.4,3.076,144.9,90.3,77.6
2015-06-17,3.3,15.3,21.4,312.5,40.0,5.087,368.3,70.2,66.3
2015-06-18,1.0,16.7,24.0,198.9,23.6,0.0,280.7,75.0,61.5
2015-06-19,6.5,11.8,17.8,200.1,25.6,12.827,152.9,80.3,86.9
2015-06-20,4.1,13.5,24.0,261.2,17.5,0.028,331.2,45.1,68.4
2015-06-21,3.9,12.9,21.7,180.5,20.5,0.686,182.9,94.4,79.1
2015-06-22,6.9,11.5,9.1,47.1,29.0,51.213,157.1,100.0,96.0
2015-06-23,14.9,13.3,23.3,133.3,29.4,1.792,220.7,84.8,82.7
2015-06-24,1.7,15.2,16.7,170.5,33.1,14.844,319.2,78.6,85.4
2015-06-25,3.8,14.5,24.0,294.4,20.2,0.86,298.0,63.6,70.6
2015-06-26,6.4,11.1,24.0,1.7,21.9,0.0,299.3,76.1,82.1
2015-06-27,0.5,11.6,24.0,318.1,15.7,0.041,366.0,39.9,72.5
2015-06-28,0.1,14.0,22.7,162.8,30.9,0.627,163.8,85.7,77.8
2015-06-29,2.0,14.1,19.2,149.0,38.1,7.699,247.6,97.6,90.3
2015-06-30,5.6,16.5,24.0,233.6,21.8,0.0,318.7,77.1,79.7
2015-07-01,15.7,19.3,24.0,170.8,22.3,0.0,280.0,79.8,71.7
2015-07-02,8.7,19.9,22.7,197.8,38.2,0.0,279.3,78.4,76.2
2015-07-03,4.8,18.1,24.0,233.3,23.9,0.0,285.4,78.9,65.6
2015-07-04,8.1,20.3,24.0,243.8,16.6,0.028,311.3,76.3,58.0
2015-07-05,11.2,19.3,24.0,213.2,14.6,0.4,327.2,93.4,69.4
2015-07-06,7.3,17.9,23.0,355.0,25.3,0.0,326.9,83.3,81.3
2015-07-07,9.7,19.6,20.9,179.4,23.9,0.0,302.1,87.5,76.5
2015-07-08,16.4,20.4,21.0,196.9,38.5,0.014,278.7,84.0,81.6
2015-07-09,9.3,17.8,24.0,304.5,15.6,0.0,273.7,70.4,69.0
2015-07-10,5.9,18.4,23.8,34.0,16.4,0.036,277.8,85.0,74.7
2015-07-11,10.9,17.6,21.0,12.9,13.0,0.0,314.2,62.1,78.7
2015-07-12,10.8,20.8,19.3,209.6,29.1,0.045,249.5,85.7,73.8
2015-07-13,8.3,19.0,19.5,9.2,18.1,0.007,329.8,63.3,70.6
2015-07-14,7.6,20.8,20.9,167.0,27.2,0.068,329.4,48.2,67.8
2015-07-15,8.0,19.7,18.9,180.2,25.9,0.162,287.9,81.8,85.2
2015-07-16,1.8,15.9,23.8,328.5,22.3,1.785,351.8,50.8,76.3
2015-07-17,2.5,15.9,24.0,320.1,20.0,0.0,337.7,60.6,67.9
2015-07-18,5.5,18.2,24.0,229.4,16.3,0.0,188.7,73.1,63.7
2015-07-19,14.3,15.2,14.2,118.7,24.1,12.773,143.4,100.0,92.8
2015-07-20,13.4,16.1,9.7,84.8,16.1,4.448,129.9,100.0,95.2
2015-07-21,12.3,17.4,18.6,121.3,20.1,0.309,252.8,97.5,90.0
2015-07-22,2.5,16.0,22.0,128.8,19.2,2.146,166.9,99.5,93.4
2015-07-23,3.8,16.7,19.1,318.2,20.1,0.042,221.1,96.1,90.7
2015-07-24,4.3,14.4,23.1,34.1,25.4,0.0,187.8,92.6,83.1
2015-07-25,7.1,13.9,20.5,53.0,12.8,0.726,225.4,93.5,89.8
2015-07-26,5.2,16.4,24.0,169.3,24.0,0.948,189.6,90.4,83.4
2015-07-27,6.6,17.0,20.9,175.8,25.4,0.769,185.1,96.5,90.8
2015-07-28,12.7,19.1,20.9,181.0,31.4,0.172,119.8,95.9,91.7
2015-07-29,14.7,18.0,20.2,290.8,25.3,0.0,297.4,93.0,88.9
2015-07-30,8.8,18.5,24.0,273.1,13.0,0.001,312.3,88.3,81.7
2015-07-31,5.4,21.7,22.5,190.7,28.9,0.867,257.4,71.5,80.5
2015-08-01,6.6,21.8,24.0,221.8,22.9,0.0,324.3,48.5,70.0
2015-08-02,4.5,20.7,24.0,237.5,25.4,0.055,320.7,27.8,70.0
2015-08-03,7.6,21.8,24.0,196.6,31.2,0.0,321.5,63.1,64.3
2015-08-04,6.8,22.4,20.3,180.7,31.2,1.439,216.2,76.4,80.9
2015-08-05,6.9,22.1,22.2,226.7,26.9,0.075,288.3,73.2,72.1
2015-08-06,2.1,19.1,24.0,248.1,28.6,0.0,285.1,62.5,74.7
2015-08-07,2.1,17.8,24.0,298.2,18.4,0.0,268.2,44.2,81.6
2015-08-08,2.3,16.9,23.5,42.6,23.9,0.062,215.7,73.0,86.0
2015-08-09,2.8,17.3,19.0,40.9,23.3,0.766,99.1,98.5,88.2
2015-08-10,1.6,17.3,19.1,2.8,29.3,9.159,266.1,73.2,84.0
2015-08-11,3.5,19.9,24.0,184.8,29.2,0.0,295.5,53.9,73.0
2015-08-12,3.4,19.2,16.9,153.8,27.6,14.371,144.0,98.8,93.2
2015-08-13,2.1,21.8,21.7,197.0,25.6,0.034,183.4,93.9,86.3
2015-08-14,7.5,21.2,24.0,223.3,23.7,0.014,279.0,59.1,75.5
2015-08-15,12.8,21.2,24.0,225.5,18.2,0.0,236.5,48.3,76.7
2015-08-16,13.0,23.4,24.0,236.5,24.0,0.0,286.2,55.7,71.7
2015-08-17,14.2,24.1,24.0,225.2,31.0,0.0,262.7,73.6,72.2
2015-08-18,7.9,24.3,21.5,225.8,18.2,0.0,270.3,61.1,76.4
2015-08-19,1.3,24.0,22.7,229.3,16.4,0.054,263.5,51.6,76.8
2015-08-20,1.1,23.2,21.1,186.5,21.9,0.0,270.5,35.6,79.8
