Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/21,AQS,360050080,3,9.8,ug/m3 LC,41,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/2/21,AQS,360050080,3,8,ug/m3 LC,33,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/3/21,AQS,360050080,3,9.8,ug/m3 LC,41,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/4/21,AQS,360050080,3,8,ug/m3 LC,33,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/5/21,AQS,360050080,3,8.4,ug/m3 LC,35,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/6/21,AQS,360050080,3,8.3,ug/m3 LC,35,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/7/21,AQS,360050080,3,7.1,ug/m3 LC,30,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/8/21,AQS,360050080,3,7.3,ug/m3 LC,30,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/9/21,AQS,360050080,3,7.4,ug/m3 LC,31,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/10/21,AQS,360050080,3,9,ug/m3 LC,38,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/11/21,AQS,360050080,3,12.5,ug/m3 LC,52,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/12/21,AQS,360050080,3,16.5,ug/m3 LC,60,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/13/21,AQS,360050080,3,15.7,ug/m3 LC,59,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/14/21,AQS,360050080,3,16.7,ug/m3 LC,61,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/15/21,AQS,360050080,3,13.3,ug/m3 LC,54,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/16/21,AQS,360050080,3,5.6,ug/m3 LC,23,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/17/21,AQS,360050080,3,8.3,ug/m3 LC,35,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/18/21,AQS,360050080,3,8.4,ug/m3 LC,35,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/19/21,AQS,360050080,3,8.5,ug/m3 LC,35,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/20/21,AQS,360050080,3,7.6,ug/m3 LC,32,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/21/21,AQS,360050080,3,8.8,ug/m3 LC,37,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/22/21,AQS,360050080,3,9.1,ug/m3 LC,38,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/23/21,AQS,360050080,3,6.1,ug/m3 LC,25,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/24/21,AQS,360050080,3,5.1,ug/m3 LC,21,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/25/21,AQS,360050080,3,6.9,ug/m3 LC,29,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/26/21,AQS,360050080,3,8.2,ug/m3 LC,34,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/27/21,AQS,360050080,3,8.1,ug/m3 LC,34,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/28/21,AQS,360050080,3,6.5,ug/m3 LC,27,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
1/29/21,AQS,360050080,3,11.7,ug/m3 LC,49,MORRISANIA,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,005,Bronx,40.83606,-73.92009
