Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity
2014-06-27,3.9,23.3,16.0,101.0,18.6,0.0,334.8,61.5,62.9
2014-06-28,5.3,23.9,16.0,161.1,15.9,0.0,356.4,23.8,51.2
2014-06-29,4.3,23.8,16.0,175.9,20.5,0.0,355.2,30.9,52.2
2014-06-30,5.3,24.5,16.0,180.5,21.8,0.0,305.6,36.5,61.6
2014-07-01,8.6,26.7,16.0,199.6,24.1,0.0,323.3,38.5,64.9
2014-07-02,11.3,26.9,13.6,177.2,28.2,22.802,293.6,38.2,71.5
2014-07-03,14.3,25.3,11.1,179.6,18.3,37.584,245.5,55.2,81.9
2014-07-04,3.0,21.4,12.9,347.2,23.7,3.314,96.8,76.4,78.3
2014-07-06,6.2,24.9,16.0,240.3,24.9,0.0,337.0,17.3,44.6
2014-07-07,13.8,27.4,15.5,226.2,29.3,0.0,326.4,41.1,54.0
2014-07-09,6.3,25.7,15.9,221.5,23.4,1.418,270.6,40.3,63.4
2014-07-10,6.3,24.2,16.0,41.7,13.5,0.0,168.5,51.9,62.1
2014-07-11,6.7,24.7,16.0,54.6,13.9,0.0,329.8,49.4,55.4
2014-07-12,9.0,24.8,15.7,176.0,25.8,0.0,341.7,34.4,59.2
2014-07-13,7.6,24.6,15.0,180.2,19.5,0.765,267.3,54.3,73.2
2014-07-14,9.8,24.3,12.7,197.7,22.9,16.188,230.3,91.3,85.5
2014-07-15,10.6,24.0,9.5,194.4,12.1,30.267,221.1,87.5,88.6
2014-07-16,4.0,23.5,13.7,315.3,16.1,0.0,125.3,68.5,68.8
2014-07-17,3.0,23.3,16.0,318.9,15.3,0.0,323.8,45.1,51.4
2014-07-18,3.8,23.2,16.0,23.2,13.8,0.0,303.9,30.3,49.3
2014-07-19,6.3,22.4,16.0,82.7,16.1,0.0,147.4,82.7,55.6
2014-07-20,3.9,22.1,16.0,55.4,21.4,0.0,100.0,59.1,65.4
2014-07-21,7.9,23.5,15.8,49.3,18.2,0.0,313.3,26.9,64.9
2014-07-22,9.8,25.6,15.9,217.8,26.6,0.0,317.7,22.1,62.1
2014-07-23,10.5,26.5,15.0,210.1,22.3,4.433,316.7,47.6,67.2
2014-07-24,1.3,24.1,15.7,358.6,15.1,0.0,250.6,76.5,63.9
2014-07-25,4.4,23.4,16.0,0.6,18.3,0.0,336.5,34.1,50.7
2014-07-26,8.6,23.5,16.0,218.5,13.4,0.722,258.1,53.1,63.7
2014-07-27,11.1,25.6,15.1,220.7,19.2,0.185,205.9,60.7,70.8
2014-07-30,3.3,22.1,16.0,286.1,13.0,0.0,315.1,41.2,51.2
2014-07-31,14.4,23.5,15.6,208.2,23.9,0.0,314.4,51.2,58.1
2014-08-01,15.0,24.3,13.9,184.5,17.1,0.0,164.3,46.1,70.3
2014-08-02,7.8,21.0,13.6,61.4,23.0,10.287,100.9,79.4,76.6
2014-08-03,8.7,21.2,13.0,67.9,11.4,1.913,182.5,83.5,78.3
2014-08-04,7.8,24.6,15.5,240.4,21.4,0.0,281.8,56.5,68.7
2014-08-05,8.0,26.2,16.0,191.3,19.2,0.0,275.2,22.5,58.0
2014-08-06,5.9,24.5,15.8,334.2,22.4,0.0,246.0,35.2,57.8
2014-08-07,4.9,23.7,16.0,325.9,19.3,0.0,306.7,21.1,46.2
2014-08-08,4.0,23.3,16.0,318.7,11.3,0.0,304.5,15.7,47.9
2014-08-09,4.5,24.7,16.0,21.4,11.0,0.0,309.6,14.4,46.9
2014-08-10,6.7,25.5,16.0,69.6,11.8,0.0,310.9,29.0,48.8
2014-08-11,7.8,25.2,16.0,176.9,21.0,0.0,304.6,34.3,52.2
2014-08-12,2.4,23.6,15.5,144.1,25.8,1.964,123.6,75.6,74.0
2014-08-13,3.8,23.0,12.7,55.8,38.0,17.099,271.2,85.3,78.1
2014-08-14,4.4,21.7,16.0,282.5,24.2,0.0,313.2,21.8,50.8
2014-08-15,2.8,19.9,16.0,292.2,20.7,0.0,312.4,52.9,50.7
2014-08-16,9.8,21.8,16.0,233.7,22.0,0.0,274.1,32.5,49.9
2014-08-17,8.2,23.4,16.0,291.2,20.0,0.253,250.9,53.7,52.6
2014-08-18,1.8,22.3,16.0,319.2,18.2,0.0,306.2,22.0,51.7
2014-08-19,5.8,22.3,15.8,74.5,15.8,0.0,300.7,31.6,62.8
2014-08-20,7.1,24.1,16.0,154.2,19.6,0.0,288.2,44.7,61.1
2014-08-21,6.2,23.4,15.5,162.9,20.0,1.259,262.9,62.9,64.3
2014-08-22,3.3,21.4,14.2,82.2,15.1,15.323,210.5,92.0,75.9
2014-08-23,2.5,21.2,16.0,65.9,19.3,0.185,274.4,85.1,68.2
2014-08-24,3.9,21.8,16.0,47.2,15.0,0.0,296.4,29.3,64.4
2014-08-25,7.4,24.5,16.0,15.1,13.8,0.0,294.9,8.1,56.5
2014-08-27,12.5,26.4,15.9,230.1,16.3,0.0,286.4,18.2,56.3
2014-08-29,2.1,20.9,16.0,67.9,14.0,0.0,274.4,25.4,51.0
2014-08-30,3.9,22.2,16.0,158.6,19.6,0.0,280.7,64.8,62.4
2014-08-31,11.4,25.4,13.9,220.7,21.3,14.307,230.8,85.5,74.6
2015-06-06,6.6,19.3,12.9,14.5,21.8,6.592,126.8,66.4,64.8
2015-06-07,4.1,18.2,16.0,145.7,24.8,0.0,362.9,20.0,45.2
2015-06-08,7.3,20.9,15.7,187.2,20.8,0.689,330.3,70.6,66.4
2015-06-09,10.0,23.6,14.7,237.0,23.6,1.296,304.0,69.7,68.8
2015-06-10,11.5,23.6,15.8,244.2,19.9,0.0,349.2,17.5,54.5
2015-06-11,29.1,27.4,13.0,236.4,17.9,0.0,210.7,41.0,55.6
2015-06-12,16.7,27.4,14.1,120.0,17.9,0.0,286.4,36.1,56.9
2015-06-14,7.7,25.0,15.6,140.0,18.4,2.188,289.1,41.0,54.6
2015-06-15,9.3,21.1,7.5,75.1,20.8,23.045,248.7,98.8,87.9
2015-06-16,11.3,21.7,10.9,12.7,10.7,6.392,268.9,80.4,80.9
2015-06-17,3.8,22.4,15.5,56.5,18.4,0.0,336.8,35.4,61.7
2015-06-18,3.6,19.3,15.6,155.3,16.9,0.0,205.4,92.9,75.6
2015-06-19,8.7,24.4,15.5,340.2,16.8,0.0,274.3,75.5,65.7
2015-06-20,4.0,20.4,11.6,57.7,18.3,0.094,159.5,91.6,71.6
2015-06-21,6.8,25.5,11.2,284.4,20.8,13.793,262.3,79.8,74.2
2015-06-22,8.1,26.4,15.9,288.8,21.4,0.0,350.8,27.5,55.9
2015-06-23,18.3,27.9,14.7,225.9,32.4,1.666,169.6,42.9,63.3
2015-06-25,6.0,24.0,16.0,248.7,16.1,0.0,318.6,39.2,44.1
2015-06-26,7.3,23.3,16.0,67.4,21.4,0.0,286.0,69.6,57.8
2015-06-29,2.9,21.6,16.0,262.3,21.9,0.0,351.5,47.2,57.4
2015-06-30,8.1,23.7,16.0,168.9,28.0,0.0,325.8,46.8,60.9
2015-07-01,15.6,24.6,12.6,242.3,24.9,12.879,241.7,69.4,67.2
2015-07-02,10.3,23.5,15.7,324.4,13.4,0.0,121.5,40.5,58.0
2015-07-03,4.8,23.1,15.9,18.7,16.7,0.0,292.2,26.1,52.7
2015-07-04,8.9,22.2,15.8,56.7,15.9,0.0,246.6,75.7,61.2
2015-07-05,13.3,24.1,15.1,271.0,12.5,0.0,309.7,48.7,60.3
